Unnamed: 0,Ratings,Full_review,word_count,cleaned_length
12521,2.0,bought printer lot expectation printer performing pretty well true value money colour print quality good provided use correct paper son currently session online much usefull last moment project assignment need submitted within timeline avg print per month black white page colour page this printer us le ink easy refill inspite using last month ink level printer le remained same you need keep using minimum print colour black white miss duplex prtinting option available printer would hae saved lot time paper last thing print cost low cannon provides bottle black ink bottle used print lot black white page hope review help out,175,101
12522,5.0,ordered item amazon sale got the item delivered time installation done couple follow ups printing quality mark print coming faded manner even though select bold font photo printing also mark definitely suggestible people wish take photo print it really hard set print via cloud even one week also able set this really complicated device set cloud over great choice,116,59
12523,3.0,utter waste money wifi printer matter many time troubleshoot wifi printing always get stuck whether try connect router directly printing get stuck muddle print page one one manually print quality fine the printer wire short stand next printer laptop one hand print usb stand like idiot long time page large take time print per page others going buy wifi convenience forget,124,61
12524,1.0,bought yesterday first review unbelievably complex volatile machine since time spend time setting printing anything the app connectivity joke great example making thing unnecessarily complex already regret buying cannon print quality difficult get,56,33
12525,1.0,canon g pro well built print well lot ink store cheap operate con setting wifi headache finally managed the biggest drawback either connected wifi router device independently you cannot option time the second concern duplex printing back back printing manual the printer take long time print little noisy too the canon selphy app fine user friendly selecting document making print setting change called technician installation take day set right wifi router connectivity said used direct connection then wifi router connected option lost overall recommend buy price sake cheap operating cost printer print quality definitely good best price point beware printer need used frequently otherwise create ink flow alignment issue unused longer period time,210,113
12526,3.0,ordered month before giving proper printing guarantee period want replace new printer,29,12
12527,1.0,easy install though mannuals provided useful easily install pro model compact requires le space place print quality excellent scan work perfect con mannualy reverse sheet double side print with help app can print double side,57,35
12528,5.0,good print quality print speed great acceptable build quality good the led near button wobble touched plastic quality good setup easy you really need wait canon installation tried gsm photo paper image good even borderless mode printing full image photo paper take lot time but photo printing speed x paper black white copying printing quick enough home small office use apps use but can high quality scan mobile app you need software adjust scan quality that limitation noticed software side ink usage le see noticeable drop ink level even printing page good deal money bought great indian festival not sure worth price selling without discount can comment durability now but update review something go wrong amazon delivered already opened box original tape removed repacked but inside product look new able register canon website warranty shown till december appears unused product could product returned someone opening box setting work perfectly defect but still expected better packing there absolutely packing printer visible lift side lid the lid even taped properly the rating given product model amazon seller,321,175
12529,1.0,bought may far print quality looked average realised doesnt paper storage good feature have it support double sided print manually put paper make peint side another good feature have installation help youtube video wifi setup pain got nevertheless hope stay good year,83,42
12530,5.0,this printer helped immensely lock down day lot school office project work could done easy install installed own print quality good price got k people might got le earlier lock down offer could get while playing kid accidentally threw tiny plastic toy input paper tray causing paper jammed get out installed cannon support app mobile registered technician visit visited immediately next day sorted issue this lock down restricted day happy support only one issue printer color ink get consumed relatively quickly black ink robust printed many page still show lot ink available overall happy purchase,163,95
12531,1.0,computer literate visiting india usa needed printer the installation process quite tedious missed one step initialize printer printer gave feedback sadly flashed power led why user initialize printer anyhow this new headache computer world anyhow found corrected thought printer defective put service request tedious process told tech would come day later this something could handled expert phone such waste canon time much frustration customer this would never happened usa service expert would connected computer would done required work could india many customer high speed internet home now wireless printing normally printer connected wifi printing straightforward wifi install failed usb printing worked corrected service call this printer also way directly connecting computer tablet printer printer set direct access mode device go straight printer user disconnect wifi network not sure this epson printer usa anyone home wifi network print printer service technician came residence updated printer driver wifi print function work fine bit noisy printer bad good side hoping ink tank last long time came extra bottle black ink canon printer service unlike usa customer reach tech expert quickly support india laborious customer edge canon click contact contacting canon whatsapp limited mostly initiating service request why send tech person residence problem easily handled phone this poor business practice guess way india canon creates call jobsheet number use need check status service request fails register canon website canon phone number cost money call the person answered got name address wrong email correct such life india summarize printer provides excellent color black white print quality wifi function failed corrected service expert came residence the printer stock right now after several frustrating day trying make wifi print work relieved service expert corrected problem,534,278
12582,2.0,slowest printer after giving print option make hot green tea electric kettle complete tea but every print cup tea good health,35,21
12583,4.0,budget fantastic efficient easy use know people saying slow because slow you set plain paper property start printing fast printed black white page around minute the problem default selects glossy paper take hell lot time obviously printing photo would select glossy paper for document printing select plain paper see fast print quality print also great there three option draft better best happy draft quality printed page single day give trouble all,140,71
12584,5.0,please buy printer paper get jammed time amazon customer care good got new replacement printer worked around week again new printer problem given service centre update soon update replaced new printer another model working,58,34
12585,4.0,unlucky beacause ordered day printer discresed happy share received good printer want tell buying price range buy printng cost medium high low buy purchase date get printer three day order coochbehar west bengal install four minites you also boy class easliy,113,41
12586,4.0,now understood printer rated star amazon very slow printing not good office purpose print quality okay take minute get ready switch you may printer print page month,49,27
12587,4.0,had bad experience manufacturer amazon after receiving printer wasted complete one day install printer software demo provided finally started using printer came across several issue like extremely slow paper getting stucked printer hanged need restart hence replaced printer the another printer received already broken good waste time install but come returning issue first delivery person came take back return refused take back saying serial number matching immediately called customer care communicate delivery person due language issue this happened office meeting then customer care scheduled return finally delivery person took printer back thankfully amazon refunded amount back issue,164,97
12588,1.0,easy use printing well since inkjet printer know sulking sooner cartridge ink but end deliberate decision printing need page week much worried side researched ink table useful printing requirement page month usage one suitable and happy purchase printed glossy paper yet check photo quality colour printing also pretty good far,111,50
12589,2.0,order experience ordered last night arrived today morning unboxed cardboard thermacole suffered tear product intact plastic sealed wire cartridge plugged tested copy print work like charm after sale support did know use manual duplex print both side called tech support guided explained process step tried worked expected hour back got call tech support confirm resolution closing ticket really liked overall feedback read many negative review paper jam ink level issue day got concerned everything working seamlessly got great support feel positive this second printer think would better product feature price,142,90
12590,3.0,received last week due got busy family function get time open return placement date mentioned jan opened last night found used product delivered only cartage wrapper present box cartage attached printer cartage seal packed cartage attached printer mean used information booklet present box printer inside box opened without wrapping sure product used return someone delivered although mention order deskjet all one ink advantage colour printer replacement may possible jan amazon saying relacment possible date passed although replacement request raised th better opt amazon costly product specially seller appario retail private ltd delivered item update got immediate replacement new printer new printer working copy print function working even talking support able solve problem somehow amazon ask return product,195,117
12591,4.0,worse printer facing problem now the ink full show print ink demo page print light keep blinking saying ink cheater it waste time bought college print work this printer scam check youtube well say printer always creating problem use late change mine amazon package cover thrown accepted return they said replaced total waste money time,100,55
12592,5.0,cartridge printed page empty now you mentioned wrong printing quantity cartridge cost rupee set give approx page print print costly never buy printer printer cost effective ink cartridge costly never,49,30
12593,5.0,purchased product unable install driver window laptop [note both window ] the call long wait finally got through the person tried install device driver successful installing series driver after research tried install f f driver old window laptop worked one laptop the message newer window laptop using older version device driver service engineer came much surprisingly told laptop problem explained dell laptop assembled one us legitimate window tried tell window might newer patch might patch driver well but keen probably trained keeping printer update see come back resolution told even wait day also said free give whatever rating want service brfz descent product extremely poor service technician fault attitude parent company they want make money care educating technician this train people there attitude help customer desire learn issue desire solve issue log checking poor debugging they taught close case parent company wake don complacent,288,144
12594,4.0,good quality print good packing condition value money,9,8
12595,1.0,bought printer regretted wasted day time fixing printer nothing happened then called amazon returning product the representative said would replace product another one the replacement arrived next day but replacement also junk product work trying reach amazon getting message customer service call back service available busy executive time waste like this regret buying product don waste money buying product also waste precious time fixing junk understand amazon customer service call back service unavailable return defective product,139,76
12596,4.0,using printer taking print out kid home work document the print quality good get shop office enough said us print little lighter black greyscale tried changing setting help the test print colour looked good taken colour printout printing greyscale finish colour ink quick use required,92,45
12597,1.0,stopped working couple week this third second printer first bought store lasted like year without issue remember and time bought online printer got internally damaged one gear stud got broken know could happen short time couple time only use,61,39
12598,3.0,month later far issue setup cartridge last abou page mixed use monlthy use abiit page home wver cartridge yield claimed get half practical use keep mind use usb otg print mobile provides plugin prefer nokoprint full opions like draft page selection reverse order print etc,73,45
12599,5.0,there many driver compatibility issue lack integration apple device customer going kind unnecessary hassle instead making multiple printer almost similar feature price range concentrate ease usage superior experience end user better product quality support,57,34
12600,1.0,meet expectation printing scanning however quite issue satisfactory the paper get stuck often start rolling printer the paper tilt side get stuck the print the scanning take long and using nearly month still figure create single file multiple scan and setting clumsy not user friendly setting product look brittle not sturdy robust,93,52
12601,4.0,being product good however scanning compelled online app desired cumbersome during lot update squeeze system this printer offer free headset here problem the invoice sent delivery thermal print difficult read content particularly serial number printer must redeeming offer the invoice downloaded come two part page part invoice without serial number printer part packing slip serial number printer redemption cell consider packing slip also invoice without serial number printer hence offer allowed sorry,128,72
12602,4.0,waste money used inkjet printer year bought replacement but shock setting printer extremely difficult tried exchange different printer but supported now le year black cartridge completely dried the colour one still working this experience going lead away product,73,38
12603,1.0,the printing speed slow wifi version usb connectivity their promise fake said black cartridge print page print page cartridge empty like colour cartridge print page money worst waste want buy product fake claim cartridge printing quality slow,72,37
12604,1.0,dont even know meaning ink advantage here yeah get job done but beware using software print cause software developed manner quickly end ink all maintenance print clean print allignment program us lot ink save money bought thinking ink advantage worth trusting,68,41
12605,3.0,please send installation disc senior citizen enable run product good awaiting favorable installation disc solve scan issue,26,17
12606,2.0,the deskjet ink advantage all one printer delivered december day back defective piece paper getting jammed per policy return item within seven day permitted,40,24
12607,4.0,buying printer year complete when buy printer damaged using time month use saw printer part damaged page out then contact service told printer possible repair main part damaged they take weak change printer give new printer think already printed page printer totally good thank you,80,45
12608,4.0,colour print show io page print print page colour print cartage colur alert print completely colour grading only black cartage value money used every time r colour cartage costly buy ink tank printer,48,33
12609,5.0,this printer one inconvenient printer ever used the manual give information and print scan function work only photocopy work,30,19
12610,3.0,print quality good easy use but problem colour cartridge running ink fast took colour print testing quality function but ink level already halfway mark and think able deliver number copy colour mentioned manufacturer same case black ink though level slightly better colour ink still feel also deliver le number copy mentioned manufacturer,100,52
12611,1.0,this printer reliable use printer quality good talking black print only got defected tricolor cartidge given cartridge replacement authorised service centre update review colour print quality get new color cartidge service centre,54,32
12612,2.0,fast print clear print ver good sale service also get replacement first one received problem paper loading got replaced fast amazon technician excellent,40,23
12613,1.0,work perfect usage need max print month this work perfectly well print quality good machine give time job printing second not issue atleast,43,23
12614,5.0,cheating making false claim page yield cartridge much difference normal inkjet deskjet ink advantage whatever wasted money yield mentioned page black cartridge reality hardly print page ink empty like machine drank tha whole ink feeling cheated coz return policy well plz amazon help,76,43
12615,5.0,could give negative rating bought cheaper seemed apt minimal use home the cartridge stopped working first use able print black white remove color cartridge every time operating otherwise print wont work don buy this,60,34
12616,1.0,slow change setting printing faster initially felt experience later changing setting working faster like printer,34,15
12617,5.0,it good term quality value money printed around black white maybe color ink finished while color ink finished even though expect print printing yellowish color remove color cartridge print proper fix this,65,32
12618,4.0,totaly bad product ink cartridge cartridge empty costumer care helping totally waste money kindly costumer care please help change product,38,20
12619,1.0,the power cable printer loose connection loose hard give power printer one person need push cable everytime please replace sooner possible,41,21
12620,4.0,it good printer good quality print however drawback installation guide poor rely google get installed configure let see long work,39,20
12621,2.0,easy install photocopy printing easy scanning little cumbersome but work well,16,11
12622,1.0,this st review want tell guy also work linux without extra app very easy use,25,15
12623,4.0,print quality poor the cartridge give le number print nowhere near mentioned page scanner good giving star that value money paid,36,21
12624,4.0,tried contact customer service many time amazon customer service ask contact service team get job sheet return now brand new printer sitting storage room gave idea returning,45,27
12625,1.0,invariably paper get stuck twisted have hold guide take hour print the worst printer ever used decade,24,17
12626,5.0,ordered firstly working replaced hopefully good product reach unfortunately problem printer working roller jam somewhere hardware issue and wasting time product think twice product,54,24
12627,1.0,easy use this product cheap best,11,6
12628,5.0,very helpful awesome printer reasonable price printing speed normal good packaging safely delivered amazon thank you amazon,26,17
12629,1.0,printer home use but printer defective invoice sent either label showing wrong serial number confirmd samuel well mushkan not willing render servics due wrong serialnumber disappointed with this service amazon,45,30
12630,1.0,worst product setup catridges provided printer working support team said option even buy new set buy product end mess very bad support team never expected reputed vendor,46,27
12631,2.0,worst printer one buy please buy the paper get stuck time the color getting dispersed rubbing unfortunately return window time realized now printer showing error carriage stalled able use,47,29
12782,3.0,looking good quality mfp k range came across model name feature eye catcher able finalize soon using mfp year far issue printing scanning copier use genuine toner quite deal nw mark name make super useful giving network capability term lan printing scanning this really useful keep anywhere print virtually location without cable connected other power cable setting general breeze scan bit complicated list step make easy you fyi got cambium retail seller inside box printer paper stack tray print collection tray introductory cartridge pre installed you need remove orange clip pull orange tab remove seal usage pic attached yield approx page power cable usb cable getting started installation warranty user guide printer about device dimension weight print quality scan quality power consumption print cost wrt genuine cartridge wrt compatible duplicate refilled one build quality approx cost per page using genuine cartridge there huge drop cost local one used far inferior print quality you easily scratch remove print damage roller inside pro wonderful multifunction device laser printing detailed control panel line lcd text display good print scan speed resolution print ppm dpi scan ppm ppm colour dpi multiple connectivity option print scan usb lan set anywhere thanks connectivity just power source required print using smartphone directly via smartphone printer print using smartphone via network smartphone router printer download print service plugin app store used standalone photocopy machine using control panel extra double side photocopy feature card etc all photocopy related control available panel like one touch photocopy button copy light dark step reduce enlarge optimization paper setting etc tiltable control panel easy access the good thing laser printer worry drying ink print head head replaced earlier inkjet printer even month laser one work instantly good quality con scan quality crisp full zoom find slightly blurry but regular day day scanning task even notice big deal backlit lcd pain operate without backlight unless tilt adf scanning need feed every single page scanned separately but can get everything range initial warm time power ready quite large sec feature extensive control panel front web panel local network page accessible via address you find everything here supply status network setting paper setting web service power option log report etc etc usb printing scanning via usb lan printing scanning via ethernet b apple air print printing via email eprint printing directly via mobile using duplex printing support standalone photocopy copy mode option like reduce enlarge light dark mode etc scan email application file multiple scan format supported like pdf tiff jpg bmp png initial setup via usb cable wifi lan remove various seal around mfp take cartridge mfp remove orange clip pull orange tab remove seal reinstall attach power cable use driver download installer website run follow screen instruction desired setup usb based connect network first time wireless connection configuring for wireless scanning printing both without wps the initial setup mfp directly via first time wireless connection option enable scan via only printing work take step enable wireless scanning really handy took lot time figure out already configured network set via nd option scanning work power mfp connect via lan cable usb cable now use driver download installer website run choose usb based setup follow screen instruction complete again run installer choose rd option first time wireless connection follow screen instruction complete now run scan utility able communicate mfp via skip step above work give communication error with wps power mfp usb lan cable required press button mfp start wps connection push wps button router let connect router once successful address displayed lcd now start setup select nd option connect network search printer network once found select proceed final verdict using year never disappointed term usage printing scanning copy task this device m nw highly suitable general home usage print every day light medium office work print scan daily you well there used another model m a without network capability find save buck but buck get good deal value proposition m nw,1101,656
12783,4.0,model m nw pro tip always buy extra compatible toner new printer quick find out pro compatible toner easily available inr amazon worry printing cost wifi setup wireless printing extremely easy phone laptop using network printer atm lan port small office print quality awesome photo copy xerox fine get confused one original copy copy scanning quality nice too con some thing consider buying printer unable copy scan large size paper legal size back lit digital display screen,126,77
12784,2.0,the copy quality printer horrible scan quality print quality acceptable led light display gonna difficult annoying operate printer,41,18
12785,4.0,warning backlight display printer price what problem putting led back another big warning flatbed scanner page scan need one one cheap rupee printer this return option amazon unless technical defect make choice clear buying would returned allowed not good experience linux machine setup easy connect wirelessly need run ethernet router only good thing print fast printing alone nothing else consider this,122,61
12786,1.0,the worst printer keep short pro print good speed good easy printing get many page one cartridge good printing huge pdf once con range line sight laptop another room would take long time get information data print black deep black even eco mode dual router home ghz ghz internet using wifi printer connect ghz one disconnect internet device connect printer wifi print printing wifi slow process the time needed print something quick never able work using usb cable might good the scanner getting black staining inside reproduce best quality scan short last time purchasing printer brand the fact print page much classify friendly printer all,215,105
12787,4.0,waste huge amount money print working fill powder enquired customer care asking buy genuine cartridge cost way normal individual afford,44,20
12788,4.0,fantastic product seen better laserjet pro cool feature wifi lan connectivity print phone laptop device wireless machine and show instantly moreover whole setup process breeze would got better laserjet product mfp capability price hat off,63,35
12789,3.0,this printer best suitable office purpose use monochrome black white color printout pro best print quality faster printout scanning quality good note for getting best scanning quality need use software adjust brightness contrast get scanning high quality printer default scan setting will give you the worst scanning before scanning please make sure you have set the brightness and contrast the printer software wifi connectivity best tested android device app service plugin con printer display back light difficult work dark environment price range would given back light display unable update printer software whatever software come usable this hassle faced,156,98
12790,5.0,actually took day set finally tried get help here customer service all finally permutation combination able resolve own print quality great with wifi signal struggle find conflict etc easy install all the print quality they send le ink cartridge within day buy new cartridge,91,44
12791,5.0,print quality perfect print quality know many paper print printing report showing approxly page remaining print once toner got update packing expect amazon packing worst condition since amazon fulfilled just sticking shipping label box sent due product easily damaged installation easy install use tube video install wifi smart very convenient appearance bit older model,84,54
12792,5.0,overall good quality have searched lot printer scanner home usage purpose various product like intjet inktank laser also personal usage experience ink jet printer low price initially cartridge cost high use regularly otherwise dried confused laser black white inktank colour but going various review online push buy laser printer black white dont much requirememt colour printing initial cost printer higher competitor maintainance cost le said overall finally choose one those want use colour printing photo prinitng inktank also printing cost lesser inkjet this initial review edit usage till happy product wifi connectivity also scanning option and moreover easy installl urself one kore thing want add review newbie like install urself demo provided material provided and thanks making review usefull enjoy,213,120
12793,4.0,easy install wifi hooked easily after page print become light noway could cartridge soon ha difficult get touch service centre idea the number amazon working local printer guy cause transparency customer service,67,32
12794,4.0,found laserjet pro good printing scanning copying characteristic however happy lcd display given difficult read content given size letter fact dark think backlit lcd would made much better sense use torch read content time,70,34
12795,3.0,wifi direct print connection only wifi network there duplex this latest smart software work this luckily print much printer job look feel technology generation ago little expensive seems come printer india sell latest printer range affordable price compared purchasing during scanning printer sometimes reset itself pain scanning page manually restart printer reset,113,52
12796,5.0,beware manual duplex printing mean physically turn paper back side print brother printer better available much cheaper price don commit mistake least many thanks cheer,43,25
12797,5.0,great thing feel wifi printing scanning good printing quality easy install fast printing would like tell install printer wireless home unbox product remove cartridge inserted printer remove paper strip plastic cap cartridge insert cartridge printer keep wifi switched power printer connect printer computer usb cable printer console switch wifi switch there wifi icon button printer led display see searching wps your wifi wps switch switch printer connected wifi address displayed printer led insert computer directed when asks mode connection choose wireless instead usb cable your computer automatically detect printer next after minute printer ready any device mobile laptop connected wifi operate printer,187,102
12798,5.0,model m nw professional tip always purchase extra perfect toner new printer quick find out star good toner effectively accessible shy inr amazon stress printing cost wifi arrangement remote printing simple telephone workstation utilizing system printer atm lan port little office print quality wonderful photograph copy xerox fine get befuddled one unique event duplicate duplicate examining quality pleasant well con interesting point purchasing printer incapable duplicate examine huge size paper legitimate size backlight computerized show screen,131,76
12799,5.0,poor sale service follow representative came even following guidance given amazon executive getting product registered had separately spend get someone local market tech shop help complex installation process one pick call service customer care otherwise printer described good installation wifi mobile installation tricky,71,43
12800,1.0,bet printer price range pro quality printing comfortable weight build easy installation wireless printing mine iphone hassle free connecting also laptop desktop con display detail panel need torch pointed better display dust cover overall great printer,62,36
12801,5.0,printer stopped working week called support hr requesting agreed send service guy gave shock life told toner empty printing page said toner need replaced how possible can return product return window expired what option have never buy amazon never buy amazon,68,41
12802,5.0,received printer original packaged good condition printer received delivery date after unpacked printer found intact properly sealed printer using since day running smoothly happy thanks amazon,36,26
12803,5.0,service very poor this printer plug play printer impossible install using manual accompany printer one year warrant cover remote offsite support even month purchase could establish printing scanning usb the basic purpose purchasing printer wifi connectivity lost since feature could configured repeated attempt providing feedback also avail they proactive ever bothered check back customer based feedback disappointed service support not recommend anyone buy this printer please risk print quality good only one page time scanned limitation,142,76
12804,3.0,worst worst worst the print light colored change drum within day drum warranty photocopy light colored the input tray damm loose built put paper get shattered everytime keep idle mood get switched easily turn work sometimes print troubleshoot program printing recommend hig usage print per month barcode printing rpt file,96,50
12805,5.0,hard setup techie engineer still hard set printer easily install driver computer connect easily wifi printing easily create wifi hotspot connect printing the printing part fine there enough option formatting print basic printing would recommend,81,35
12806,4.0,the print quality pretty good however copy function quite bad disappointing direct wifi connect really difficult achieve even called support personnel get direct wifi installed but still work compatible operating system even android phone personal recommendation would different printer,65,39
12807,4.0,looking laser jet without scanner surprise many option hence went ahead bought this glad purchased this the smart app simply amazing wifi direct work like pro use scanner printer scan upload kid only disappointment unable pair wifi followed step still work got similar feedback google search another drawback expensive printer,96,50
12808,4.0,easy install just instruction given booklet provided you great look attractive model print device anywhere all one printer make work easy going hassle free wifi connectivity help wireless printing fast printing only second printing noise print smooth like butter easy operate lcd panel clear display this printer suitable office only don buy home use high price bought cost emi thanks amazon pay later feature,109,64
12809,4.0,connect via usb wifi direct able configure everything using web browser you need enable wifi direct using panel front the biggest problem come afterwards itself they easy start software macos dated work latest version macos moreover enables web print service required suggestion install custom software printer macos use built driver everything work fine setup surprisingly quick,108,56
12810,4.0,buying printer last year this th product home happy always value money missing software none family member reader laptop download internet system moreover setting little difficult especially wifi printing setup they provide guide tutorial that,71,35
12811,4.0,purchased home happy this print quality okay what liked wifi connectivity once connected using wps router give seamless printing access android mobile tab laptop network this apart usb connectivity one print without connecting router also printer directly accessed wifi host device however printer software suit installation took long time think packed many unnecessary thing once installed desktop laptop started crashing slowing window issue got solved removed everything retaining driver not sure criterion,124,72
12812,1.0,this product big blunder recommends customer change toner thin printing look logically printer cost around k toner cost around think this customer need change toner get finished cycle need spend value asset maintenance strongly recommend purchase this,75,37
12813,5.0,regret buy printer there background light display very difficult see displayed print quality copy quality worse inkjet printer using duplex printing working since started using printer expiry return window could return product,62,32
12814,1.0,the print function wifi easy install work well the challenge get scanner function wireless spent three hour installing various driver scanning application printer scanner doctor issue unresolved now get document scanned displayed screen app permit save pdf file computer disk also simple dpi scan took fairly long time also read certain issue connectivity printer using window all pretty frustrating wonder someone solved wireless scanning function printer linked window laptop else regret selected model,134,73
12815,1.0,very much disappointed seller didnt even pack costly least dnt know seller might billion dollar device corrugated box wrapper show carelessness towards prepaid customer sopt otherwise would returned product ask refund when came place opend box found bottom side top very bad experience far amazon never recommend even someone going buy seller make sure select cash delivery pay treat product basically money like wastage careful now let jump straight product once set mind purchase model make sure good eye sight light screen may affect experience purchase like expect letter small hard see printing quality moderate better experience model m very satisfied year still running like mad horse save easily configuration wireless connection really headache however somehow managed you need seperate router connection smartphone haaaa still wondering work phone could find wifi printer ask security password but twist there password anywhere mentioned you sherlock holmes find wifi password gist waste hard earnings laserjet m dnt need wireless printer spend extra poor old beggers stray injured animal funding btw money whatever want,295,170
12816,5.0,took advice local printer ink refilling dealer regard model regret work beautifully the painful thing getting right driver software took almost one day searching multiple google link find right driver software the one given installation manual outdated,52,37
12817,1.0,this super awesome printer worth money using older version usb one network ease multiple people house need use tied computer also print smart device make super cool without need get computer printing need,66,33
12818,4.0,just delivered product yesterday installation process found difficult the setup installation installed website since setup showing error normal setup via usb okay setup but struggled lot setting wifi gone many youtube video same it working good now pro scan copy print one device wireless option available con device little heavy setup installation difficult slightly pricey device hopefully worth reducing one star due setup installation,85,64
12819,2.0,worst printer printing quality low toner come along printer used one list page want buy new toner cost around give page costly print recommend printer worst customer care service compared taking print side economical,63,34
12820,3.0,pro work expected wireless printing supported multiple platform android io window the smart app really great print service seems really helpful around printer con print especially copy lack contrast quick change contrast setting fix immediately the display back light hard see display close cm eye level dimly lit area,74,49
12821,5.0,defective product print quality alignment defective complaint lodge engineer declared doa dead arrival amazon blocked returned window completely helpless clue,34,20
12822,1.0,printer good very difficult install wifi need see lot youtube video for mac user almost headache instal printer eprint almost impossible unless hardware engineer there specific address printer every time print select start print wifi scan work mac,76,38
12823,3.0,bought printer replacement another printer had wa really impressed easy set wirelessly used wps button router whole process took le minute used two day print clear print either android phone iphone without trouble,69,33
12824,1.0,this slow defective printer take second pause print next print out also miss printout blank page also prinout complete start print command,50,22
12825,4.0,overall good product suggestion pay little additional better buy duplex printer avoid changing paper print sdie always best product especially quality product really value money compact size recommended product,63,29
12826,5.0,excellent printer scanner copier but worst part whenever black toner become low refill drum powder never stop showing message easy use install wifi feature also useful data cable required internet facility,54,31
12827,4.0,there wifi this product wrong description asked help received wrong product nothing then found delivered printer work well reported one response amazon customer support unprofessional,44,25
12828,5.0,not recommend one side print only plus one paper scan time button available printer start scan first need put one paper scanner compuer laptop press button available app now saved from app need save desktop plus black white only very time consuming,78,42
12829,1.0,product good screen marely vissible backlit unsatisfied section actually surprised thinking how tech company like miss kind tiny thing word you provided good food acording budget eat dark haha,60,29
12830,5.0,love feature printer wifi connectivity scan copy add network printing quality good easy use need technician initial setup the disadvantage found toner cartridge display refilling toner cartridge disgusting display calculator display recommend printer,67,33
12831,5.0,writing review almost month extensive use quite satisfaction pro excellent print quality scan copy quality also good iii sound le added advantage come original packing amazon delivery fast received within day con price tag little higher side display led illuminated difficult view without proper lighting condition room iii printer cartridge come printer come full toner exhaust fast come auto reverse printing price tag,106,63
12982,5.0,looking economical printer home small office with low printing requirement buy model first all use gt ink tank printer office sure lot people wondering whether purchase gt let compare them economy print gt basically cost nothing because massive ink capacity low cost cost ink print negligible for gt cost paper per print tends greater ink the much expensive compared absolute term however cartridge rated page black colour respectively coverage received four cartridge total purchased amazon got one free set this largest far cartridge capacity conventional printer available india cartridge also cheapest you also keep mind cartridge come dedicated print head this important point speak later print quality the significantly better printing photo photo print crisp detailed colour accurate whereas photo print appear dull comparison however worst part printing photo print output extremely prone smudging glossy paper something ink cause dry they printer touching page would lead smudging transfer ink fingertip note used identical kodak photo paper test conventional cartridge model exhibited zero smudging print dry soon paper left printer however excellent printing text business graphic matte paper this property lead conclude suitable mainly business use likely going use print matte paper mostly business graphic smudging like occur maintenance change cartridge changing one important component printer print head print head get clogged buy new cartridge get good new performance clogged print head one common issue inkjet printer face happens printer left unused long period time something happen home small office the hand fixed print head require servicing issue occurs find cost replacement print head gt online print every day probably issue either printer this key decider expect home printer get used week most ease use both nearly identical feature both wireless functionality easy set use see update below work reliably least window osx bit iffy still doable scanner unit appear identical work native scanning apps wireless finally let round pro excellent print quality matte glossy paper pro cheap cartridge yield much higher competition pro cartridge easily replaced transportation moving printer easy con much expensive large workload compared gt pro ink cost basically nothing per print you cannot get cheaper print this pro excellent print quality matte paper text business graphic con terrible smudging issue image print glossy paper max quality setting unsuitable printing photo say business use get home use looked pretty much every printer available market two appear best option update taken star unreliable wireless connectivity basically set wireless connection there guarantee printer continue work reliably window pretty much necessary install official driver setting printer window laptop delete printer configuration allow window set get work properly yeah guess wireless feature printer hit miss plan use printer multiple device via wireless experience iffy,836,442
